%    atsl_version	                 1.0
%         rectime	             300.000
%  ephys_filename	 2006_10_02_0000.abf
%      ephys_chan	          IN 0 extra
%    ev_threshold	            -0.05423
% burst_interval1	              100.00
% burst_interval2	              500.00
%     burst_minev	                   3
%   silentper_dur	             2000.00
% silentper_maxev	                   1
%    data_quality	                 NaN
%         comment	generated by burstdetguifunc
  70.5132        0
  70.5207        0
  70.5303        0
  70.5396        0
  70.5461        0
  70.5511        0
  70.5674        0
  70.6513        0
  70.6539        0
  70.6616        0
  70.6703        0
  70.6779        0
  70.6836        0
  70.7396        0
  70.7442        0
  70.7482        0
  70.7576        0
  70.7677        0
  70.7805        0
  70.7863        0
  70.7947        0
  70.8201        0
  70.8308        0
  70.8389        0
  70.8468        0
  70.8705        0
  70.8728        0
  70.8832        0
  70.8879        0
  70.8940        0
  70.8964        0
  70.9021        0
  70.9039        0
  70.9059        0
  70.9100        0
  70.9145        0
  70.9195        0
  70.9217        0
  70.9260        0
  70.9303        0
  70.9411        0
  71.0108        0
  71.0210        0
  71.0401        0
  71.0436        0
  71.0438        0
  71.0503        0
  71.0601        0
  71.0732        0
  71.0846        0
  71.0983        0
  71.1077        0
  71.1111        0
  71.1185        0
  71.1639        0
  71.1761        0
  71.1843        0
  71.2906        0
  71.2937        0
  71.3177        0
  71.3708        0
  71.3740        0
  71.3813        0
  71.3883        0
  71.3945        0
  71.3997        0
  71.4012        0
  71.4044        0
  71.4100        0
  71.4174        0
  71.4179        0
  71.4243        0
  71.4247        0
  71.4318        0
  71.4332        0
  71.4401        0
  71.4476        0
  71.4511        0
  71.4937        0
  71.5118        0
  71.5192        0
  71.5331        0
  71.5451        0
  71.5604        0
  71.5716        0
  71.5817        0
  71.5898        0
  71.6002        0
  71.6177        0
  71.6278        0
  71.6386        0
  71.6532        0
  71.6617        0
  71.6721        0
  71.6796        0
  71.6901        0
  71.7074        0
  71.7226        0
  71.7298        0
  71.7376        0
  71.7433        0
  71.7526        0
  71.7775        0
  71.7882        0
  71.7968        0
  71.8031        0
  71.8164        0
  71.8331        0
  71.8455        0
  71.8538        0
  71.8621        0
  71.8705        0
  71.8886        0
  71.8996        0
  71.9039        0
  71.9111        0
  71.9180        0
  71.9270        0
  71.9446        0
  71.9583        0
  71.9743        0
  71.9817        0
  71.9892        0
  72.0064        0
  72.0274        0
  72.0296        0
  72.0515        0
  72.0576        0
  72.0614        0
  72.0639        0
  72.0668        0
  72.0686        0
  72.0781        0
  72.0844        0
  72.0984        0
  72.1277        0
  72.1367        0
  72.1543        0
  72.1849        0
  72.2034        0
  72.2121        0
  72.2207        0
  72.2322        0
  72.2725        0
  72.2831        0
  72.2905        0
  72.2965        0
  72.3032        0
  72.3073        0
  72.3147        0
  72.3352        0
  72.3499        0
  72.3524        0
  72.3547        0
  72.3753        0
  72.4013        0
  72.4468        0
  72.4646        0
  72.4825        0
  72.4971        0
  72.5006        0
  72.5111        0
  72.5264        0
  72.5422        0
  72.5587        0
  72.5647        0
  72.5735        0
  72.5920        0
  72.6049        0
  72.6164        0
  72.6247        0
  72.6357        0
  72.6497        0
  72.6585        0
  72.6691        0
  72.6772        0
  72.6871        0
  72.6971        0
  72.7289        0
  72.7405        0
  72.7438        0
  72.7520        0
  72.7570        0
  72.7630        0
  72.7691        0
  72.7770        0
  72.7952        0
  72.8156        0
  72.9449        0
  72.9452        0
  77.2342        0
  77.2342   0.3824
  77.2464        0
  77.2563        0
  77.2599        0
  77.2633        0
  77.2721        0
  77.2786        0
  77.2827        0
  77.2895        0
  77.2912        0
  77.2967        0
  77.3017        0
  77.3102        0
  77.3195        0
  77.3321        0
  77.3577        0
  77.3635        0
  77.3672        0
  77.3871        0
  77.3883        0
  77.3963        0
  77.3982        0
  77.4076        0
  77.4343        0
  77.4442        0
  77.4510        0
  77.4642        0
  77.4798        0
  77.4919        0
  77.4933        0
  77.5131        0
  77.5263        0
  77.5402        0
  77.5807        0
  77.6009        0
  77.6166        0
  81.6281        2
  81.6281   1.9028
  81.6510        0
  81.6638        0
  81.6693        0
  81.6775        0
  81.6852        0
  81.6958        0
  81.6973        0
  81.7009        0
  81.7058        0
  81.7113        0
  81.7169        0
  81.7217        0
  81.7252        0
  81.7339        0
  81.7382        0
  81.7430        0
  81.7493        0
  81.7525        0
  81.7592        0
  81.7681        0
  81.7765        0
  81.8164        0
  81.8262        0
  81.8294        0
  81.8493        0
  81.8512        0
  81.8646        0
  81.8901        0
  81.8998        0
  81.9089        0
  81.9425        0
  81.9603        0
  81.9891        0
  82.0144        0
  82.0215        0
  82.0435        0
  82.0469        0
  82.0612        0
  82.0954        0
  82.1174        0
  82.1607        0
  82.1924        0
  82.2037        0
  82.3054        0
  82.3156        0
  82.3250        0
  82.3605        0
  82.3636        0
  82.3697        0
  82.3882        0
  82.4072        0
  82.4099        0
  82.4196        0
  82.4247        0
  82.4545        0
  82.4705        0
  82.5074        0
  82.5146        0
  82.5248        0
  82.5443        0
  82.5827        0
  82.5994        0
  82.6131        0
  82.6740        0
  82.6883        0
  82.7064        0
  82.7170        0
  82.7230        0
  82.7594        0
  82.7978        0
  82.8064        0
  82.8424        0
  82.8489        0
  82.9152        0
  82.9529        0
  82.9669        0
  82.9925        0
  82.9938        0
  83.0107        0
  83.0405        0
  83.0838        0
  83.1026        0
  83.1051        0
  83.1374        0
  83.1618        0
  83.1769        0
  83.1906        0
  83.2733        0
  83.2949        0
  83.3124        0
  83.3191        0
  83.4329        0
  83.5034        0
  83.5095        0
  83.5202        0
  83.5309        0
  86.2961        6
  86.2961   6.1647
  86.3131        0
  86.3167        0
  86.3304        0
  86.3315        0
  86.3359        0
  86.3455        0
  86.3532        0
  86.3582        0
  86.3652        0
  86.3726        0
  86.3730        0
  86.3784        0
  86.3886        0
  86.3928        0
  86.3975        0
  86.4030        0
  86.4076        0
  86.4122        0
  86.4196        0
  86.4288        0
  86.4396        0
  86.4524        0
  86.4585        0
  86.4630        0
  86.4732        0
  86.4829        0
  86.4883        0
  86.5038        0
  86.5163        0
  86.5268        0
  86.5318        0
  86.5454        0
  86.5508        0
  86.5656        0
  86.5797        0
  86.6043        0
  86.6222        0
  86.6364        0
  86.6421        0
  86.6564        0
  86.6668        0
  86.6742        0
  86.6945        0
  86.7043        0
  86.7124        0
  86.7143        0
  86.7217        0
  86.7475        0
  86.7637        0
  86.7757        0
  86.7908        0
  86.8067        0
  86.8174        0
  86.8271        0
  86.8553        0
  86.8715        0
  86.8794        0
  86.8925        0
  86.9023        0
  86.9083        0
  86.9177        0
  86.9984        0
  87.0238        0
  87.0339        0
  87.0463        0
  87.0583        0
  87.0697        0
  87.0869        0
  87.0956        0
  87.1019        0
  87.1240        0
  87.1397        0
  87.1744        0
  87.1828        0
  87.1898        0
  87.1950        0
  87.2077        0
  87.2376        0
  87.2525        0
  87.2608        0
  87.2718        0
  87.2741        0
  87.2912        0
  87.3302        0
  87.3451        0
  87.3513        0
  87.3617        0
  87.3721        0
  87.3837        0
  87.3898        0
  87.4019        0
  87.4181        0
  87.4311        0
  87.4479        0
  87.4605        0
  87.4660        0
  87.4674        0
  87.4846        0
  87.5014        0
  87.5098        0
  87.5175        0
  87.5272        0
  87.5483        0
  87.6054        0
  87.6094        0
  87.6192        0
  87.6570        0
  87.6719        0
  87.6817        0
  87.6877        0
  87.7008        0
  87.7106        0
  87.8200        0
  87.8747        0
  87.8839        0
  87.8927        0
  87.9135        0
  87.9162        0
  87.9317        0
  87.9595        0
  87.9846        0
  87.9931        0
  87.9997        0
  88.0086        0
  88.0105        0
  88.0179        0
  88.0236        0
  88.0370        0
  88.0507        0
  88.1031        0
  88.1299        0
  88.1494        0
  88.1582        0
  88.1656        0
  88.1819        0
  88.2148        0
  88.2276        0
  88.2451        0
  88.2645        0
  88.2742        0
  88.2998        0
  88.3540        0
  88.3639        0
  88.3720        0
  88.3763        0
  88.3984        0
  88.4207        0
  88.4576        0
  88.4732        0
  88.4783        0
  88.4810        0
  88.4880        0
  88.4948        0
  88.5077        0
  88.5643        0
  88.6081        0
  88.6150        0
  88.6235        0
  88.6258        0
  88.6319        0
  88.6486        0
  88.6645        0
  88.6853        0
  88.7032        0
  88.7208        0
  88.7310        0
  88.7397        0
  88.7483        0
  88.7579        0
  88.7594        0
  88.7614        0
  88.7636        0
  88.7703        0
  88.7823        0
  88.7923        0
  88.8092        0
  88.8294        0
  88.8420        0
  88.8570        0
  88.8777        0
  88.8892        0
  88.8942        0
  88.9034        0
  88.9136        0
  88.9149        0
  88.9265        0
  88.9337        0
  88.9460        0
  88.9728        0
  88.9819        0
  88.9953        0
  89.0230        0
  89.0265        0
  89.0330        0
  89.0418        0
  89.0475        0
  89.0563        0
  89.0669        0
  89.0720        0
  89.0992        0
  89.1075        0
  89.1193        0
  89.1263        0
  89.1345        0
  89.1467        0
  89.1600        0
  89.1703        0
  89.1830        0
  89.2003        0
  89.2011        0
  89.2154        0
  89.2284        0
  89.2356        0
  89.2419        0
  89.2471        0
  89.2545        0
  89.2632        0
  89.3287        0
  89.3432        0
  89.3545        0
  89.3803        0
  89.3981        0
  89.4070        0
  89.4143        0
  89.4214        0
  89.4349        0
  89.4522        0
  89.4676        0
  89.4858        0
  89.4943        0
  89.5029        0
  89.5159        0
  89.5268        0
  89.5351        0
  89.5478        0
  89.5604        0
  89.5704        0
  89.5783        0
  89.5870        0
  89.6001        0
  89.6057        0
  89.6128        0
  89.6245        0
  89.6304        0
  89.6330        0
  89.6358        0
  89.6473        0
  89.6523        0
  89.6589        0
  89.6655        0
  89.6716        0
  89.6814        0
  89.6925        0
  89.7369        0
  89.7498        0
  89.7709        0
  89.7817        0
  89.7885        0
  89.8022        0
  89.8110        0
  89.8213        0
  89.8538        0
  89.8575        0
  89.8703        0
  89.8799        0
  90.0152        0
  90.0281        0
  90.0360        0
  90.0379        0
  90.0464        0
  90.0747        0
  90.0872        0
  90.0952        0
  90.1066        0
  90.1114        0
  90.1256        0
  90.1382        0
  90.1488        0
  90.1564        0
  90.1661        0
  90.1772        0
  90.1815        0
  90.1852        0
  90.1887        0
  90.1987        0
  90.2018        0
  90.2166        0
  90.2198        0
  90.2236        0
  90.2268        0
  90.2274        0
  90.2312        0
  90.2381        0
  90.2502        0
  90.3063        0
  90.3065        0
  90.3188        0
  90.3280        0
  90.3446        0
  90.3565        0
  90.3651        0
  90.3844        0
  90.3982        0
  90.4077        0
  90.4175        0
  90.4198        0
  90.4244        0
  90.4316        0
  90.4394        0
  90.4566        0
  90.4705        0
  90.4807        0
  90.4927        0
  90.4958        0
  90.4992        0
  90.5071        0
  90.5192        0
  90.5274        0
  90.5372        0
  90.5530        0
  90.5629        0
  90.5742        0
  90.5813        0
  90.5913        0
  90.6066        0
  90.6224        0
  90.6307        0
  90.6372        0
  90.6460        0
  90.6542        0
  90.6756        0
  90.6861        0
  90.6914        0
  90.6991        0
  90.7130        0
  90.7261        0
  90.7263        0
  90.7319        0
  90.7405        0
  90.7476        0
  90.7528        0
  90.7549        0
  90.7589        0
  90.7672        0
  90.7693        0
  90.7752        0
  90.7826        0
  90.8008        0
  90.8121        0
  90.8284        0
  90.8363        0
  90.8443        0
  90.8531        0
  90.8609        0
  90.8771        0
  90.8885        0
  90.9039        0
  90.9070        0
  90.9172        0
  90.9550        0
  90.9599        0
  90.9676        0
  90.9754        0
  90.9853        0
  91.0095        0
  91.0300        0
  91.1036        0
  91.1212        0
  91.1321        0
  91.1413        0
  91.1519        0
  91.1671        0
  91.1814        0
  91.1934        0
  91.2014        0
  91.2095        0
  91.2349        0
  91.2536        0
  91.2628        0
  91.2692        0
  91.2739        0
  91.2785        0
  91.2825        0
  91.2850        0
  91.2896        0
  91.2965        0
  91.3000        0
  91.3043        0
  91.3072        0
  91.4368        0
  91.4554        0
  91.4714        0
  91.4853        0
  91.4939        0
  91.5074        0
  91.5200        0
  91.5329        0
  91.5534        0
  91.5618        0
  91.5803        0
  91.5900        0
  91.6121        0
  91.6225        0
  91.6361        0
  91.6482        0
  91.6547        0
  91.6603        0
  91.6710        0
  91.6982        0
  91.7094        0
  91.7174        0
  91.7278        0
  91.7504        0
  91.7745        0
  91.7847        0
  91.7943        0
  91.8018        0
  91.8059        0
  91.8201        0
  91.8203        0
  91.8421        0
  91.8569        0
  91.9018        0
  91.9198        0
  91.9324        0
  91.9447        0
  91.9515        0
  91.9627        0
  91.9803        0
  92.0001        0
  92.0069        0
  92.0163        0
  92.0220        0
  92.0407        0
  92.0603        0
  92.0779        0
  92.0915        0
  92.0918        0
  92.1038        0
  92.1297        0
  92.1494        0
  92.1561        0
  92.1620        0
  92.1653        0
  92.1702        0
  92.1741        0
  92.1745        0
  92.1802        0
  92.1827        0
  92.1934        0
  92.2003        0
  92.2877        0
  92.2973        0
  92.3042        0
  92.3247        0
  92.3531        0
  92.3844        0
  92.3847        0
  92.3929        0
  92.3999        0
  92.4084        0
  92.4135        0
  92.4224        0
  92.4307        0
  92.4368        0
  92.4609        0
  97.6768        1
  97.6768   0.6203
  97.6883        0
  97.6910        0
  97.6990        0
  97.7034        0
  97.7138        0
  97.7155        0
  97.7269        0
  97.7531        0
  97.7772        0
  97.7930        0
  97.8056        0
  97.8113        0
  97.8282        0
  97.8331        0
  97.8508        0
  97.8786        0
  97.8805        0
  97.8985        0
  97.9130        0
  97.9189        0
  97.9227        0
  97.9374        0
  97.9678        0
  97.9780        0
  98.0176        0
  98.0759        0
  98.0777        0
  98.1526        0
  98.2006        0
  98.2971        0
 102.0509        1
 102.0509   1.2896
 102.0704        0
 102.0805        0
 102.0861        0
 102.0966        0
 102.1033        0
 102.1118        0
 102.1154        0
 102.1250        0
 102.1304        0
 102.1322        0
 102.1348        0
 102.1414        0
 102.1510        0
 102.1584        0
 102.1664        0
 102.1791        0
 102.1938        0
 102.2033        0
 102.2288        0
 102.2481        0
 102.2547        0
 102.2719        0
 102.3129        0
 102.3708        0
 102.3899        0
 102.4177        0
 102.4245        0
 102.4260        0
 102.4379        0
 102.5147        0
 102.6304        0
 102.6449        0
 102.6465        0
 102.6621        0
 102.7021        0
 102.7171        0
 102.7232        0
 102.7885        0
 102.8218        0
 102.8335        0
 102.8354        0
 102.8468        0
 102.9009        0
 102.9093        0
 102.9112        0
 102.9208        0
 102.9734        0
 103.0390        0
 103.0514        0
 103.0660        0
 103.1145        0
 103.1293        0
 103.1417        0
 103.2173        0
 103.2202        0
 103.2220        0
 103.2296        0
 103.3405        0
 108.6146        0
 108.6146   0.0185
 108.6192        0
 108.6209        0
 108.6216        0
 108.6307        0
 108.6331        0
 109.2850        0
 109.3070        0
 109.3312        0
 109.3733        0
 109.3933        0
 109.4069        0
 109.4122        0
 109.4182        0
 109.4272        0
 109.4356        0
 109.4415        0
 109.4501        0
 109.4517        0
 109.4556        0
 109.4594        0
 109.4602        0
 109.4653        0
 109.4721        0
 109.4768        0
 109.4786        0
 109.4789        0
 109.4807        0
 109.4829        0
 109.4854        0
 109.4953        0
 109.5016        0
 109.5066        0
 109.5207        0
 109.5319        0
 109.5451        0
 109.5467        0
 109.5608        0
 109.5808        0
 109.5829        0
 109.5961        0
 109.6023        0
 109.6137        0
 109.6159        0
 109.6267        0
 109.6441        0
 109.6501        0
 109.6617        0
 109.6752        0
 109.6902        0
 109.7088        0
 109.7250        0
 109.7365        0
 109.7516        0
 109.7518        0
 109.7732        0
 109.7846        0
 109.7973        0
 109.8173        0
 109.8302        0
 109.8544        0
 109.8750        0
 109.8898        0
 109.9112        0
 109.9235        0
 109.9253        0
 109.9340        0
 109.9636        0
 109.9926        0
 109.9995        0
 110.0119        0
 110.0296        0
 110.0554        0
 110.0691        0
 110.1304        0
 110.1516        0
 110.1631        0
 110.2382        0
 110.2506        0
 110.2573        0
 110.2946        0
 110.3311        0
 110.3780        0
 110.3800        0
 110.3932        0
 110.4233        0
 110.4428        0
 110.4761        0
 110.4898        0
 110.4959        0
 110.5188        0
 110.5243        0
 110.5280        0
 110.5475        0
 110.5699        0
 110.5806        0
 110.5888        0
 110.6596        0
 110.6648        0
 110.6749        0
 110.6855        0
 110.7154        0
 110.7215        0
 110.7376        0
 110.7676        0
 110.7729        0
 110.8299        0
 110.8920        0
 110.9817        0
 111.0563        0
 111.1101        0
 111.1177        0
 111.1270        0
 111.1533        0
 111.1719        0
 111.1859        0
 111.2134        0
 111.3747        0
 111.3871        0
 111.3934        0
 115.6872        0
 116.1471        1
 116.1471   1.1174
 116.2252        0
 116.2309        0
 116.2480        0
 116.2685        0
 116.2767        0
 116.2860        0
 116.2886        0
 116.2919        0
 116.2950        0
 116.2960        0
 116.3041        0
 116.3105        0
 116.3269        0
 116.3287        0
 116.3343        0
 116.3353        0
 116.3478        0
 116.3577        0
 116.3677        0
 116.3739        0
 116.3930        0
 116.4230        0
 116.4495        0
 116.4592        0
 116.4710        0
 116.4728        0
 116.4924        0
 116.5026        0
 116.5154        0
 116.5639        0
 116.5764        0
 116.5942        0
 116.6194        0
 116.6399        0
 116.6536        0
 116.6579        0
 116.6727        0
 116.6835        0
 116.6915        0
 116.7509        0
 116.7635        0
 116.7726        0
 116.8147        0
 116.8283        0
 116.8429        0
 116.8857        0
 116.9089        0
 116.9418        0
 116.9523        0
 116.9671        0
 116.9756        0
 117.0056        0
 117.0176        0
 117.0265        0
 117.0377        0
 117.0439        0
 117.0750        0
 117.0854        0
 117.0872        0
 117.0980        0
 117.1294        0
 117.1606        0
 117.1736        0
 117.1838        0
 117.2083        0
 117.2342        0
 117.2507        0
 117.2645        0
 121.6603        3
 121.6603   3.3554
 121.6853        0
 121.7155        0
 121.7263        0
 121.7373        0
 121.7517        0
 121.7561        0
 121.7669        0
 121.7692        0
 121.7771        0
 121.7788        0
 121.7816        0
 121.7835        0
 121.7895        0
 121.7909        0
 121.7957        0
 121.7996        0
 121.8022        0
 121.8085        0
 121.8148        0
 121.8189        0
 121.8239        0
 121.8278        0
 121.8317        0
 121.8356        0
 121.8401        0
 121.8457        0
 121.8531        0
 121.8596        0
 121.8695        0
 121.8816        0
 121.8839        0
 121.8923        0
 121.9029        0
 121.9032        0
 121.9145        0
 121.9255        0
 121.9339        0
 121.9421        0
 121.9575        0
 121.9707        0
 121.9824        0
 122.0015        0
 122.0075        0
 122.0254        0
 122.0438        0
 122.0548        0
 122.0658        0
 122.0825        0
 122.0961        0
 122.1027        0
 122.1282        0
 122.1409        0
 122.1432        0
 122.1517        0
 122.1623        0
 122.1654        0
 122.1805        0
 122.1992        0
 122.2085        0
 122.2212        0
 122.2377        0
 122.2536        0
 122.2715        0
 122.2926        0
 122.3126        0
 122.3290        0
 122.3423        0
 122.3740        0
 122.3871        0
 122.3974        0
 122.4059        0
 122.4374        0
 122.4554        0
 122.4751        0
 122.4974        0
 122.5179        0
 122.5219        0
 122.5312        0
 122.5374        0
 122.5454        0
 122.5523        0
 122.5725        0
 122.5861        0
 122.6013        0
 122.6087        0
 122.6515        0
 122.6540        0
 122.6618        0
 122.6684        0
 122.6711        0
 122.6774        0
 122.6909        0
 122.6926        0
 122.6937        0
 122.7141        0
 122.7327        0
 122.7483        0
 122.7608        0
 122.7803        0
 122.7903        0
 122.8068        0
 122.8199        0
 122.9358        0
 122.9454        0
 122.9569        0
 122.9807        0
 122.9857        0
 122.9967        0
 123.0080        0
 123.0629        0
 123.0793        0
 123.1006        0
 123.1188        0
 123.1797        0
 123.1848        0
 123.1968        0
 123.2381        0
 123.2467        0
 123.2509        0
 123.2621        0
 123.2798        0
 123.3008        0
 123.3161        0
 123.3232        0
 123.3276        0
 123.3317        0
 123.3406        0
 123.4085        0
 123.4111        0
 123.4235        0
 123.5000        0
 123.5370        0
 123.5465        0
 123.5604        0
 123.5722        0
 123.5728        0
 123.5911        0
 123.6260        0
 123.6336        0
 123.6411        0
 123.6495        0
 123.7046        0
 123.7186        0
 123.7363        0
 123.7565        0
 123.7967        0
 123.8388        0
 123.8503        0
 123.9219        0
 123.9601        0
 123.9864        0
 124.0831        0
 124.0968        0
 124.1189        0
 124.1454        0
 124.1570        0
 124.1657        0
 124.1880        0
 124.2322        0
 124.2444        0
 124.2504        0
 124.2528        0
 124.2660        0
 124.2757        0
 124.2949        0
 124.3034        0
 124.3128        0
 124.3280        0
 124.3442        0
 124.3471        0
 124.3597        0
 124.3887        0
 124.3925        0
 124.3997        0
 124.4018        0
 124.4059        0
 124.4074        0
 124.4126        0
 124.4161        0
 124.4217        0
 124.4280        0
 124.4339        0
 124.4390        0
 124.4465        0
 124.4685        0
 124.4808        0
 124.5157        0
 124.5188        0
 124.5418        0
 124.5528        0
 124.5670        0
 124.5857        0
 124.6110        0
 124.6242        0
 124.6336        0
 124.6690        0
 124.7624        0
 124.7724        0
 124.7823        0
 124.8385        0
 124.8545        0
 124.8852        0
 124.9023        0
 125.0157        0
 129.5821        7
 129.5821   6.7267
 129.6025        0
 129.6124        0
 129.6252        0
 129.6431        0
 129.6718        0
 129.6736        0
 129.6798        0
 129.6864        0
 129.6914        0
 129.6986        0
 129.7040        0
 129.7091        0
 129.7109        0
 129.7127        0
 129.7232        0
 129.7292        0
 129.7388        0
 129.7449        0
 129.7583        0
 129.7659        0
 129.7767        0
 129.7863        0
 129.7896        0
 129.8014        0
 129.8123        0
 129.8194        0
 129.8286        0
 129.8375        0
 129.8407        0
 129.8469        0
 129.8552        0
 129.8633        0
 129.8755        0
 129.8937        0
 129.8958        0
 129.9153        0
 129.9170        0
 129.9509        0
 129.9791        0
 130.0087        0
 130.0295        0
 130.0469        0
 130.0606        0
 130.0757        0
 130.0957        0
 130.1036        0
 130.1172        0
 130.1423        0
 130.1692        0
 130.1805        0
 130.1879        0
 130.2295        0
 130.2428        0
 130.2881        0
 130.2971        0
 130.3198        0
 130.3958        0
 130.3967        0
 130.4159        0
 130.4546        0
 130.4675        0
 130.4799        0
 130.5534        0
 130.5640        0
 130.5720        0
 130.5765        0
 130.5881        0
 130.6025        0
 130.6364        0
 130.6448        0
 130.6534        0
 130.6735        0
 130.6913        0
 130.6987        0
 130.7059        0
 130.7120        0
 130.7268        0
 130.7388        0
 130.7520        0
 130.7544        0
 130.7665        0
 130.7920        0
 130.7946        0
 130.8044        0
 130.8160        0
 130.8259        0
 130.8430        0
 130.9041        0
 130.9177        0
 130.9259        0
 130.9390        0
 130.9502        0
 130.9999        0
 131.0010        0
 131.0147        0
 131.0208        0
 131.0288        0
 131.0406        0
 131.0492        0
 131.0666        0
 131.0769        0
 131.0886        0
 131.1062        0
 131.1125        0
 131.1208        0
 131.1272        0
 131.1377        0
 131.1513        0
 131.1577        0
 131.1706        0
 131.1810        0
 131.1925        0
 131.1948        0
 131.2079        0
 131.2552        0
 131.2642        0
 131.2931        0
 131.3001        0
 131.3068        0
 131.3155        0
 131.3265        0
 131.3421        0
 131.3462        0
 131.3509        0
 131.3616        0
 131.3785        0
 131.3823        0
 131.3949        0
 131.4108        0
 131.4527        0
 131.4880        0
 131.4921        0
 131.5023        0
 131.5346        0
 131.5833        0
 131.5985        0
 131.6249        0
 131.6555        0
 131.6663        0
 131.6683        0
 131.6761        0
 131.6835        0
 131.6909        0
 131.7253        0
 131.7313        0
 131.7427        0
 131.7487        0
 131.7551        0
 131.7702        0
 131.7882        0
 131.8023        0
 131.8039        0
 131.8084        0
 131.9008        0
 131.9039        0
 131.9487        0
 131.9550        0
 131.9639        0
 131.9738        0
 131.9883        0
 132.0206        0
 132.0246        0
 132.0361        0
 132.0444        0
 132.0572        0
 132.0660        0
 132.0777        0
 132.0886        0
 132.1000        0
 132.1229        0
 132.1499        0
 132.1658        0
 132.1766        0
 132.1806        0
 132.1861        0
 132.1920        0
 132.1957        0
 132.2002        0
 132.2051        0
 132.2096        0
 132.2158        0
 132.2162        0
 132.2183        0
 132.2204        0
 132.2230        0
 132.2264        0
 132.2325        0
 132.2379        0
 132.2416        0
 132.2455        0
 132.2501        0
 132.2515        0
 132.2535        0
 132.2576        0
 132.2652        0
 132.2980        0
 132.3329        0
 132.3451        0
 132.3532        0
 132.3637        0
 132.3728        0
 132.3844        0
 132.4015        0
 132.4090        0
 132.4208        0
 132.4289        0
 132.4420        0
 132.4573        0
 132.4658        0
 132.4737        0
 132.4843        0
 132.4928        0
 132.5026        0
 132.5126        0
 132.5212        0
 132.5313        0
 132.5476        0
 132.5647        0
 132.5756        0
 132.5798        0
 132.5822        0
 132.5872        0
 132.5984        0
 132.6096        0
 132.6231        0
 132.6383        0
 132.6534        0
 132.6683        0
 132.6789        0
 132.6878        0
 132.7004        0
 132.7155        0
 132.7203        0
 132.7270        0
 132.7355        0
 132.7459        0
 132.7597        0
 132.7671        0
 132.7754        0
 132.7891        0
 132.7983        0
 132.8084        0
 132.8112        0
 132.8173        0
 132.8293        0
 132.8453        0
 132.8550        0
 132.8659        0
 132.8774        0
 132.8856        0
 132.8915        0
 132.9049        0
 132.9161        0
 132.9285        0
 132.9455        0
 132.9543        0
 132.9605        0
 132.9698        0
 132.9754        0
 132.9855        0
 132.9998        0
 133.0096        0
 133.0239        0
 133.0451        0
 133.0619        0
 133.0722        0
 133.0815        0
 133.0918        0
 133.1380        0
 133.1530        0
 133.1636        0
 133.1856        0
 133.2072        0
 133.2183        0
 133.2252        0
 133.2366        0
 133.2646        0
 133.2667        0
 133.2812        0
 133.2909        0
 133.3000        0
 133.3144        0
 133.3221        0
 133.3336        0
 133.3415        0
 133.3772        0
 133.3905        0
 133.3946        0
 133.4003        0
 133.4073        0
 133.4132        0
 133.4212        0
 133.4495        0
 133.4624        0
 133.4756        0
 133.4876        0
 133.4986        0
 133.5093        0
 133.5155        0
 133.5246        0
 133.5581        0
 133.5614        0
 133.5658        0
 133.5740        0
 133.5779        0
 133.5801        0
 133.5819        0
 133.5861        0
 133.5880        0
 133.5961        0
 133.5985        0
 133.6012        0
 133.6042        0
 133.6167        0
 133.6225        0
 133.6229        0
 133.6361        0
 133.6751        0
 133.7277        0
 133.7455        0
 133.7603        0
 133.7803        0
 133.7961        0
 133.8179        0
 133.8254        0
 133.8415        0
 133.8553        0
 133.8966        0
 133.9026        0
 133.9133        0
 133.9211        0
 133.9293        0
 133.9453        0
 133.9662        0
 133.9790        0
 133.9902        0
 133.9971        0
 134.0034        0
 134.0118        0
 134.0231        0
 134.0453        0
 134.0631        0
 134.0730        0
 134.0797        0
 134.0839        0
 134.0878        0
 134.1506        0
 134.1594        0
 134.1666        0
 134.1760        0
 134.2310        0
 134.2439        0
 134.2522        0
 134.2541        0
 134.2673        0
 134.2750        0
 134.2776        0
 134.2810        0
 134.2865        0
 134.3038        0
 134.3221        0
 134.3364        0
 134.4025        0
 134.4304        0
 134.4491        0
 134.4544        0
 134.4635        0
 134.4773        0
 134.4854        0
 134.4970        0
 134.5129        0
 134.5176        0
 134.5241        0
 134.5331        0
 134.5496        0
 134.5721        0
 134.5923        0
 134.6083        0
 134.6170        0
 134.6312        0
 134.6540        0
 134.6596        0
 134.6673        0
 134.6737        0
 134.6822        0
 134.6987        0
 134.7291        0
 134.7357        0
 134.7464        0
 134.7599        0
 134.7663        0
 134.7733        0
 134.8286        0
 134.8335        0
 134.8420        0
 134.8493        0
 134.8568        0
 134.8625        0
 134.8679        0
 134.8701        0
 134.8787        0
 134.8845        0
 134.8952        0
 134.9739        0
 134.9850        0
 134.9964        0
 135.0086        0
 135.0274        0
 135.0319        0
 135.0485        0
 135.0722        0
 135.0789        0
 135.0904        0
 135.1037        0
 135.1184        0
 135.1328        0
 135.1416        0
 135.1842        0
 135.1917        0
 135.1997        0
 135.2056        0
 135.2148        0
 135.2150        0
 135.2184        0
 135.2244        0
 135.2269        0
 135.2321        0
 135.2353        0
 135.2513        0
 135.2519        0
 135.2588        0
 135.3183        0
 135.3691        0
 135.3806        0
 135.3996        0
 135.4155        0
 135.4265        0
 135.4407        0
 135.4631        0
